,id,name,listing_url,bathrooms_text,room_type,bedrooms,beds
811,23968828,Bungalow in Singapore · Studio · 2 beds · 1 private bath,https://www.airbnb.com/rooms/23968828,1 private bath,Private room,,2.0
812,23968956,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/23968956,1 bath,Entire home/apt,1.0,1.0
813,24044750,Bungalow in Singapore · Studio · 2 beds · 1 private bath,https://www.airbnb.com/rooms/24044750,1 private bath,Private room,,2.0
814,24044899,Bungalow in Singapore · 1 bedroom · 2 beds · 1 shared bath,https://www.airbnb.com/rooms/24044899,1 shared bath,Shared room,,2.0
815,24087563,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/24087563,1 shared bath,Private room,1.0,1.0
816,24114234,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24114234,1 private bath,Private room,1.0,1.0
817,24125960,Guesthouse in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/24125960,1 shared bath,Private room,1.0,1.0
818,24161078,Boutique hotel in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/24161078,1 shared bath,Private room,1.0,1.0
819,24235192,Bungalow in Singapore · 1 bedroom · 2 beds · 1 shared bath,https://www.airbnb.com/rooms/24235192,1 shared bath,Shared room,,2.0
820,24300044,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/24300044,2 shared baths,Private room,,1.0
821,24412725,Condo in Singapore · Studio · 2 beds · 1 private bath,https://www.airbnb.com/rooms/24412725,1 private bath,Private room,,2.0
822,24420175,Rental unit in Singapore · ★4.17 · 6 bedrooms · 1 bed · 4 shared baths,https://www.airbnb.com/rooms/24420175,4 shared baths,Private room,,1.0
823,24447655,Boutique hotel in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24447655,1 private bath,Private room,1.0,1.0
824,24500374,Condo in Singapore · 2 bedrooms · 1 bed · 2 baths,https://www.airbnb.com/rooms/24500374,2 baths,Entire home/apt,2.0,1.0
825,24503612,Bungalow in Singapore · Studio · 3 beds · 1 private bath,https://www.airbnb.com/rooms/24503612,1 private bath,Private room,,3.0
826,24506349,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24506349,1 private bath,Private room,1.0,1.0
827,24528929,Home in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24528929,1 private bath,Private room,,1.0
828,24546514,Home in Singapore · ★4.45 · 1 bedroom · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/24546514,2 shared baths,Private room,,1.0
829,24569607,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/24569607,3 shared baths,Private room,,1.0
830,24571017,Home in Singapore · ★4.47 · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/24571017,3 shared baths,Private room,,1.0
831,24586538,Condo in Singapore · ★4.59 · 1 bedroom · 1 bed · 1.5 baths,https://www.airbnb.com/rooms/24586538,1.5 baths,Private room,,1.0
832,24606096,Boutique hotel in Singapore · 1 bedroom · 4 beds · 1 private bath,https://www.airbnb.com/rooms/24606096,1 private bath,Private room,1.0,4.0
833,24609199,Hotel in Little India · ★4.08 · 1 bedroom · 1 private bath,https://www.airbnb.com/rooms/24609199,1 private bath,Hotel room,1.0,
834,24618190,Rental unit in Singapore · 4 bedrooms · 4 beds · 2 baths,https://www.airbnb.com/rooms/24618190,2 baths,Entire home/apt,4.0,4.0
835,24635669,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24635669,1 private bath,Private room,,1.0
836,24636266,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24636266,1 private bath,Private room,,1.0
837,24636530,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24636530,1 private bath,Private room,,1.0
838,24659042,Rental unit in Singapore · ★4.72 · Studio · 1 bed · 1 bath,https://www.airbnb.com/rooms/24659042,1 bath,Entire home/apt,,1.0
839,24660198,Serviced apartment in Orchard  · ★4.67 · 2 bedrooms · 2 beds · 2 baths,https://www.airbnb.com/rooms/24660198,2 baths,Entire home/apt,2.0,2.0
840,24664051,Condo in Singapore · ★4.63 · Studio · 2 beds · 1.5 baths,https://www.airbnb.com/rooms/24664051,1.5 baths,Entire home/apt,,2.0
841,24682695,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24682695,1 private bath,Hotel room,1.0,1.0
842,24707713,Rental unit in Singapore · ★4.60 · 1 bedroom · 2 beds · 1 private bath,https://www.airbnb.com/rooms/24707713,1 private bath,Private room,1.0,2.0
843,24720145,Condo in Singapore · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/24720145,1 shared bath,Private room,,1.0
844,24725185,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 4 shared baths,https://www.airbnb.com/rooms/24725185,4 shared baths,Private room,,1.0
845,24741587,Hotel in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24741587,1 private bath,Private room,1.0,1.0
846,24761439,Hotel in Singapore · ★4.14 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24761439,1 private bath,Private room,1.0,1.0
847,24763374,Hotel in Singapore · ★4.40 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24763374,1 private bath,Private room,1.0,1.0
848,24763494,Hotel in Singapore · ★4.33 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24763494,1 private bath,Private room,1.0,1.0
849,24763572,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24763572,1 private bath,Private room,1.0,1.0
850,24763675,Hotel in Singapore · ★3.88 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24763675,1 private bath,Private room,1.0,1.0
851,24765067,Hotel in Singapore · 1 bedroom · 2 beds · 1 private bath,https://www.airbnb.com/rooms/24765067,1 private bath,Private room,1.0,2.0
852,24765141,Hotel in Singapore · 1 bedroom · 2 beds · 1 private bath,https://www.airbnb.com/rooms/24765141,1 private bath,Private room,1.0,2.0
853,24765195,Hotel in Singapore · 1 bedroom · 2 beds · 1 private bath,https://www.airbnb.com/rooms/24765195,1 private bath,Private room,1.0,2.0
854,24781520,Hostel in Singapore · 1 bedroom · 2 beds · 3 shared baths,https://www.airbnb.com/rooms/24781520,3 shared baths,Shared room,,2.0
855,24785006,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/24785006,3 shared baths,Private room,,1.0
856,24785613,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/24785613,3 shared baths,Private room,,1.0
857,24786824,Hostel in Singapore · 1 bedroom · 4 beds · 3 shared baths,https://www.airbnb.com/rooms/24786824,3 shared baths,Shared room,,4.0
858,24787083,Hostel in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/24787083,3 shared baths,Shared room,,1.0
859,24787313,Rental unit in Singapore · 3 bedrooms · 2 beds · 1 shared bath,https://www.airbnb.com/rooms/24787313,1 shared bath,Private room,,2.0
860,24835791,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24835791,1 private bath,Private room,,1.0
861,24848765,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/24848765,1 shared bath,Private room,1.0,1.0
862,24849782,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/24849782,1 shared bath,Private room,1.0,1.0
863,24855606,Boutique hotel in Singapore · ★4.29 · Studio · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24855606,1 private bath,Private room,,1.0
864,24900530,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/24900530,2 shared baths,Private room,,1.0
865,24919927,Rental unit in Singapore · ★4.20 · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/24919927,3 shared baths,Private room,,1.0
866,24940113,Rental unit in Redhill · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/24940113,1 bath,Entire home/apt,1.0,1.0
867,24972169,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/24972169,1 private bath,Private room,,1.0
868,24979153,Rental unit in Singapore · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths,https://www.airbnb.com/rooms/24979153,1.5 shared baths,Private room,,1.0
869,24984672,Rental unit in Singapore · ★4.69 · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/24984672,1 bath,Entire home/apt,1.0,1.0
870,25087117,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/25087117,3 shared baths,Private room,,1.0
871,25130085,Townhouse in Singapore · ★4.68 · 1 bedroom · 1 bed · 4 shared baths,https://www.airbnb.com/rooms/25130085,4 shared baths,Private room,,1.0
872,25183317,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/25183317,1 shared bath,Private room,,1.0
873,25183623,Home in Singapore · ★4.83 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25183623,1 private bath,Private room,,1.0
874,25183926,Townhouse in Singapore · 1 bedroom · 1 bed · 1.5 baths,https://www.airbnb.com/rooms/25183926,1.5 baths,Private room,,1.0
875,25184205,Townhouse in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25184205,1 private bath,Private room,,1.0
876,25282863,Home in Singapore · ★4.73 · 1 bedroom · 4 beds · 1 private bath,https://www.airbnb.com/rooms/25282863,1 private bath,Private room,,4.0
877,25300648,Home in Singapore · ★4.0 · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/25300648,3 shared baths,Private room,,1.0
878,25310826,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,https://www.airbnb.com/rooms/25310826,2 baths,Entire home/apt,2.0,2.0
879,25324517,Boutique hotel in Singapore · Studio · 3 beds · 1 private bath,https://www.airbnb.com/rooms/25324517,1 private bath,Private room,,3.0
880,25353206,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25353206,1 private bath,Private room,,1.0
881,25366424,Home in Singapore · ★4.84 · 2 bedrooms · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/25366424,1 shared bath,Private room,,1.0
882,25399038,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25399038,1 private bath,Private room,1.0,1.0
883,25402824,Condo in Singapore · ★4.25 · 1 bedroom · 2 beds · 1 shared bath,https://www.airbnb.com/rooms/25402824,1 shared bath,Private room,,2.0
884,25424295,Guesthouse in Singapore · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/25424295,1 shared bath,Private room,1.0,1.0
885,25435388,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25435388,1 private bath,Private room,,1.0
886,25440553,Home in Singapore · 1 bedroom · 1 bed · Shared half-bath,https://www.airbnb.com/rooms/25440553,Shared half-bath,Private room,1.0,1.0
887,25505227,Condo in Singapore · ★3.0 · Studio · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/25505227,1 shared bath,Private room,,1.0
888,25516668,Condo in Singapore · ★4.56 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25516668,1 private bath,Private room,,1.0
889,25711980,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,https://www.airbnb.com/rooms/25711980,1 bath,Entire home/apt,2.0,2.0
890,25746140,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/25746140,1 shared bath,Private room,1.0,1.0
891,25768720,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25768720,1 private bath,Private room,1.0,1.0
892,25797887,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25797887,1 private bath,Private room,,1.0
893,25815030,Condo in Singapore · ★4.75 · 1 bedroom · 1 bed · 1.5 shared baths,https://www.airbnb.com/rooms/25815030,1.5 shared baths,Shared room,,1.0
894,25856210,Condo in Singapore · 1 bedroom · 1 bed · 2 baths,https://www.airbnb.com/rooms/25856210,2 baths,Private room,1.0,1.0
895,25860399,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25860399,1 private bath,Private room,,1.0
896,25877353,Serviced apartment in Singapore · ★4.0 · 3 bedrooms · 3 beds · 2 baths,https://www.airbnb.com/rooms/25877353,2 baths,Entire home/apt,3.0,3.0
897,25899420,Condo in Singapore · 2 bedrooms · 2 beds · 1 bath,https://www.airbnb.com/rooms/25899420,1 bath,Entire home/apt,2.0,2.0
898,25909373,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/25909373,3 shared baths,Private room,,1.0
899,25926356,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/25926356,1 bath,Entire home/apt,1.0,1.0
900,25927281,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/25927281,1 bath,Entire home/apt,1.0,1.0
901,25953564,Hotel in Singapore · 1 bedroom · 4 beds · 8.5 shared baths,https://www.airbnb.com/rooms/25953564,8.5 shared baths,Hotel room,1.0,4.0
902,25963531,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/25963531,1 private bath,Private room,,1.0
903,25985995,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,https://www.airbnb.com/rooms/25985995,1 bath,Entire home/apt,2.0,2.0
904,26018504,Condo in Singapore · 2 bedrooms · 3 beds · 3 shared baths,https://www.airbnb.com/rooms/26018504,3 shared baths,Private room,,3.0
905,26093121,Bungalow in Singapore · 1 bedroom · 2 beds · 1 private bath,https://www.airbnb.com/rooms/26093121,1 private bath,Private room,,2.0
906,26183286,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/26183286,1 shared bath,Private room,,1.0
907,26199521,Condo in Singapore · Studio · 1 bed · 1 bath,https://www.airbnb.com/rooms/26199521,1 bath,Entire home/apt,,1.0
908,26207243,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/26207243,1 bath,Entire home/apt,1.0,1.0
909,26290123,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/26290123,3 shared baths,Private room,,1.0
910,26290281,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/26290281,3 shared baths,Private room,,1.0
911,26293068,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/26293068,3 shared baths,Private room,,1.0
912,26344207,Rental unit in Singapore · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/26344207,1 shared bath,Private room,,1.0
913,26369349,Rental unit in Singapore · ★4.89 · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/26369349,1 bath,Entire home/apt,1.0,1.0
914,26382243,Rental unit in Singapore · 1 bedroom · 1 bed · Shared half-bath,https://www.airbnb.com/rooms/26382243,Shared half-bath,Private room,,1.0
915,26435923,Rental unit in Singapore · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,https://www.airbnb.com/rooms/26435923,1.5 baths,Private room,,1.0
916,26583889,Rental unit in Singapore · ★4.88 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/26583889,1 private bath,Private room,,1.0
917,26584687,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,https://www.airbnb.com/rooms/26584687,2 baths,Entire home/apt,2.0,2.0
918,26722862,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/26722862,3 shared baths,Private room,,1.0
919,26770254,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/26770254,1 shared bath,Private room,1.0,1.0
920,26791029,Serviced apartment in Singapore · ★4.80 · 3 bedrooms · 4 beds · 2 baths,https://www.airbnb.com/rooms/26791029,2 baths,Entire home/apt,3.0,4.0
921,26853356,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,https://www.airbnb.com/rooms/26853356,2 baths,Entire home/apt,2.0,2.0
922,26965345,Rental unit in Singapore · 7 bedrooms · 1 bed · 4 shared baths,https://www.airbnb.com/rooms/26965345,4 shared baths,Private room,,1.0
923,27091696,Rental unit in Singapore · ★4.33 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/27091696,1 private bath,Private room,,1.0
924,27125463,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/27125463,3 shared baths,Private room,1.0,1.0
925,27140686,Condo in Geylang · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/27140686,2 shared baths,Private room,,1.0
926,27141929,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/27141929,1 bath,Private room,,1.0
927,27173843,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/27173843,2 shared baths,Private room,,1.0
928,27174440,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/27174440,2 shared baths,Private room,,1.0
929,27306443,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/27306443,1 bath,Entire home/apt,1.0,1.0
930,27343211,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/27343211,1 private bath,Private room,,1.0
931,27406451,Rental unit in Singapore · ★4.56 · 1 bedroom · 1 bed · 4 shared baths,https://www.airbnb.com/rooms/27406451,4 shared baths,Private room,1.0,1.0
932,27513236,Rental unit in Singapore · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,https://www.airbnb.com/rooms/27513236,1.5 shared baths,Private room,,2.0
933,27513625,Rental unit in Singapore · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,https://www.airbnb.com/rooms/27513625,1 private bath,Private room,,2.0
934,27581596,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/27581596,1 shared bath,Private room,,1.0
935,27603657,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/27603657,1 shared bath,Private room,1.0,1.0
936,27709128,Rental unit in Singapore · ★4.48 · 1 bedroom · 2 beds · 1 private bath,https://www.airbnb.com/rooms/27709128,1 private bath,Private room,,2.0
937,27804407,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/27804407,1 shared bath,Private room,,1.0
938,27816487,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,https://www.airbnb.com/rooms/27816487,2 baths,Entire home/apt,2.0,2.0
939,27858471,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/27858471,3 shared baths,Private room,,1.0
940,27882577,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/27882577,3 shared baths,Private room,,1.0
941,28000993,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/28000993,1 bath,Entire home/apt,1.0,1.0
942,28038349,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/28038349,1 bath,Entire home/apt,1.0,1.0
943,28054617,Rental unit in Singapura · 2 bedrooms · 2 beds · 2 baths,https://www.airbnb.com/rooms/28054617,2 baths,Entire home/apt,2.0,2.0
944,28114931,Home in Singapore · 5 bedrooms · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/28114931,2 shared baths,Private room,,1.0
945,28115820,Home in Singapore · 2 bedrooms · 1 bed · 2 baths,https://www.airbnb.com/rooms/28115820,2 baths,Private room,,1.0
946,28116308,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/28116308,1 shared bath,Private room,,1.0
947,28116713,Home in Singapore · 5 bedrooms · 5 beds · 3 baths,https://www.airbnb.com/rooms/28116713,3 baths,Entire home/apt,5.0,5.0
948,28165463,Hostel in Singapore · ★4.39 · 1 bedroom · 36 beds · 5 baths,https://www.airbnb.com/rooms/28165463,5 baths,Hotel room,1.0,36.0
949,28187126,Home in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/28187126,1 bath,Entire home/apt,1.0,1.0
950,28198324,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/28198324,1 private bath,Private room,,1.0
951,28264364,Rental unit in Singapore · ★4.69 · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/28264364,1 bath,Entire home/apt,1.0,1.0
952,28321986,Rental unit in Singapore · ★4.56 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/28321986,1 private bath,Private room,,1.0
953,28353788,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/28353788,1 bath,Entire home/apt,1.0,1.0
954,28369982,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/28369982,1 shared bath,Private room,,1.0
955,28422606,Rental unit in Jurong · ★4.59 · Studio · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/28422606,1 shared bath,Private room,,1.0
956,28522862,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/28522862,3 shared baths,Private room,,1.0
957,28536238,Boutique hotel in Singapore · ★4.43 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/28536238,1 private bath,Hotel room,1.0,1.0
958,28558831,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/28558831,1 shared bath,Private room,1.0,1.0
959,28616375,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/28616375,1 shared bath,Private room,1.0,1.0
960,28649449,Boutique hotel in Singapore · 1 bedroom · 2 beds · 1 shared bath,https://www.airbnb.com/rooms/28649449,1 shared bath,Private room,1.0,2.0
961,28675203,Rental unit in Singapore · ★4.21 · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/28675203,1 shared bath,Private room,,1.0
962,28700151,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/28700151,1 private bath,Private room,,1.0
963,28724933,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/28724933,1 private bath,Private room,1.0,1.0
964,28729429,Condo in Tanjong Pagar · 2 bedrooms · 2 beds · 2 baths,https://www.airbnb.com/rooms/28729429,2 baths,Entire home/apt,2.0,2.0
965,28729521,Condo in Tanjong Pagar · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/28729521,1 bath,Entire home/apt,1.0,1.0
966,28772425,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/28772425,1 private bath,Private room,,1.0
967,28788262,Hostel in Singapore · 1 bedroom · 10 beds · 2 baths,https://www.airbnb.com/rooms/28788262,2 baths,Hotel room,1.0,10.0
968,28789540,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/28789540,1 private bath,Private room,,1.0
969,28794509,Hostel in Singapore · ★4.18 · 1 bedroom · 10 beds · 2 baths,https://www.airbnb.com/rooms/28794509,2 baths,Hotel room,1.0,10.0
970,28824676,Condo in Singapore · Studio · 2 beds · 1 bath,https://www.airbnb.com/rooms/28824676,1 bath,Entire home/apt,,2.0
971,28998042,Boutique hotel in n/a · ★4.0 · 1 bedroom · 1 bed · 0 shared baths,https://www.airbnb.com/rooms/28998042,0 shared baths,Shared room,,1.0
972,28998072,Boutique hotel in n/a · ★4.36 · 1 bedroom · 1 bed · 0 baths,https://www.airbnb.com/rooms/28998072,0 baths,Private room,1.0,1.0
973,28998095,Boutique hotel in n/a · ★4.33 · 1 bedroom · 1 bed · 0 baths,https://www.airbnb.com/rooms/28998095,0 baths,Private room,1.0,1.0
974,28998145,Boutique hotel in n/a · ★3.67 · 1 bedroom · 1 bed · 0 shared baths,https://www.airbnb.com/rooms/28998145,0 shared baths,Shared room,,1.0
975,28998161,Boutique hotel in n/a · ★4.47 · 1 bedroom · 1 bed · 0 shared baths,https://www.airbnb.com/rooms/28998161,0 shared baths,Shared room,,1.0
976,28998181,Boutique hotel in n/a · ★4.20 · 1 bedroom · 1 bed · 0 shared baths,https://www.airbnb.com/rooms/28998181,0 shared baths,Shared room,,1.0
977,28998191,Boutique hotel in n/a · ★4.80 · 1 bedroom · 1 bed · 0 shared baths,https://www.airbnb.com/rooms/28998191,0 shared baths,Shared room,,1.0
978,29015768,Home in Singapore · ★4.59 · 1 bedroom · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/29015768,2 shared baths,Private room,,1.0
979,29020376,Boutique hotel in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 private bath,https://www.airbnb.com/rooms/29020376,1 private bath,Hotel room,1.0,1.0
980,29039113,Condo in Tanjong Pagar · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/29039113,1 bath,Entire home/apt,1.0,1.0
981,29049813,Condo in Tanjong Pagar · ★5.0 · 1 bedroom · 1 bed · 1 bath,https://www.airbnb.com/rooms/29049813,1 bath,Entire home/apt,1.0,1.0
982,29072228,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,https://www.airbnb.com/rooms/29072228,2 shared baths,Private room,,1.0
983,29076794,Condo in Singapore · ★4.80 · 1 bedroom · 1 bed · 1.5 shared baths,https://www.airbnb.com/rooms/29076794,1.5 shared baths,Private room,,1.0
984,29078458,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,https://www.airbnb.com/rooms/29078458,1 shared bath,Private room,,1.0
985,29180163,Rental unit in Singapore · 1 bedroom · 2 beds · 1 private bath,https://www.airbnb.com/rooms/29180163,1 private bath,Private room,,2.0
986,29302695,Home in Singapore · ★4.98 · 3 bedrooms · 2 beds · 1 private bath,https://www.airbnb.com/rooms/29302695,1 private bath,Private room,,2.0
987,29319213,Hostel in Singapore · ★4.0 · 1 bedroom · 10 beds · 2 baths,https://www.airbnb.com/rooms/29319213,2 baths,Hotel room,1.0,10.0
988,29319567,Hostel in Singapore · 1 bedroom · 10 beds · 2 baths,https://www.airbnb.com/rooms/29319567,2 baths,Hotel room,1.0,10.0
989,29319686,Hostel in Singapore · 1 bedroom · 10 beds · 2 baths,https://www.airbnb.com/rooms/29319686,2 baths,Hotel room,1.0,10.0
990,29320287,Hostel in Singapore · ★3.88 · 1 bedroom · 10 beds · 2 baths,https://www.airbnb.com/rooms/29320287,2 baths,Hotel room,1.0,10.0
991,29320487,Hostel in Singapore · 1 bedroom · 10 beds · 2 baths,https://www.airbnb.com/rooms/29320487,2 baths,Hotel room,1.0,10.0
992,29325647,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,https://www.airbnb.com/rooms/29325647,3 shared baths,Private room,,1.0
