id,name,details,neighbourhood_cleansed,neighbourhood_group_cleansed,picture_url,latitude,longitude,room_type,price,minimum_months,maximum_months,distance_to_mrt,closest_mrt_name,closest_mrt_stop_id,closest_mall_distance,closest_mall_name,accommodates,closest_mall_address,conditioning,BBQ,gym,pool,dryer,Wifi,kitchen,Backyard,TV,refrigerator,Microwave,Oven,Pets,stove,fan
71609,Villa in Tampines,2 bedrooms · 3 beds · 1 private bath,Tampines,East Region,https://a0.muscache.com/pictures/24453191/35803acb_original.jpg,1.34537,103.95887,Private room,4170,3,37,0.4967921344269641,UPPER CHANGI MRT STATION,DT34,0.7120341590176739,Eastpoint Mall,3,"3 Simei Street 6, Singapore",1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
71896,Home in Tampines,1 bedroom · 1 bed · Shared half-bath,Tampines,East Region,https://a0.muscache.com/pictures/2440674/ac4f4442_original.jpg,1.34754,103.95958,Private room,2100,3,37,0.6786192176941457,UPPER CHANGI MRT STATION,DT34,0.7714304339101217,Tampines Mart,1,"Tampines Street 32, Singapore",0,1,0,0,1,1,1,1,1,1,0,0,0,0,0
71903,Home in Tampines,1 bedroom · 2 beds · Shared half-bath,Tampines,East Region,https://a0.muscache.com/pictures/568743/7bc623e9_original.jpg,1.34531,103.961,Private room,2430,3,37,0.4006935082675658,UPPER CHANGI MRT STATION,DT34,0.930587245927378,Eastpoint Mall,2,"3 Simei Street 6, Singapore",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
275343,Rental unit in Bukit Merah,1 bedroom · 1 bed · 2 shared baths,Bukit Merah,Central Region,https://a0.muscache.com/pictures/miso/Hosting-275343/original/0239b8f0-a116-4118-889c-41f23df6303d.jpeg,1.29015,103.80814,Private room,1650,3,33,0.5807586625873249,QUEENSTOWN MRT STATION,EW19,0.3735370614892534,Anchorpoint Shopping Centre,1,"370 Alexandra Rd, Singapore",1,0,0,0,1,1,1,0,1,1,0,0,0,1,0
275344,Rental unit in Bukit Merah,1 bedroom · 1 bed · 2.5 shared baths,Bukit Merah,Central Region,https://a0.muscache.com/pictures/miso/Hosting-275344/original/7a846651-c2a7-4d8d-ba17-551a0eabc1c5.jpeg,1.28836,103.81144,Private room,2070,2,33,0.6124903844260964,REDHILL MRT STATION,EW18,0.4827960795651805,Dawson Place,1,"57 Dawson Rd, Singapore 142057",1,0,0,0,1,1,1,0,1,1,1,0,0,1,0
289234,Home in Tampines,3 bedrooms · 5 beds · 3 baths,Tampines,East Region,https://a0.muscache.com/pictures/24395933/8e2f538f_original.jpg,1.3449,103.95979,Private room,6480,3,12,0.3982647821234826,UPPER CHANGI MRT STATION,DT34,0.7885731991251924,Eastpoint Mall,4,"3 Simei Street 6, Singapore",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
294281,Rental unit in Newton,2 bedrooms · 1 bed · 1 shared bath,Newton,Central Region,https://a0.muscache.com/pictures/4607862/87f42d40_original.jpg,1.31142,103.83924,Private room,2550,3,37,0.1716740798931194,NEWTON MRT STATION,NS21,0.709626169332663,Balmoral Plaza,2,"271 Bukit Timah Rd, Singapore 259708",1,0,0,0,1,1,1,0,0,1,1,1,0,1,0
324945,Rental unit in Bukit Merah,1 bedroom · 1 bed · 2 shared baths,Bukit Merah,Central Region,https://a0.muscache.com/pictures/miso/Hosting-324945/original/a839a545-79a7-48a8-aa9c-519b36c14fdc.jpeg,1.28828,103.8102,Private room,1650,2,33,0.7492597745373368,REDHILL MRT STATION,EW18,0.4894854973551189,Dawson Place,1,"57 Dawson Rd, Singapore 142057",1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
330095,Rental unit in Bukit Merah,1 bedroom · 1 bed · 2 shared baths,Bukit Merah,Central Region,https://a0.muscache.com/pictures/miso/Hosting-330095/original/0103187c-8676-4a49-b4bc-7dba0d44fb36.jpeg,1.28636,103.81138,Private room,1470,2,33,0.7015011099997156,REDHILL MRT STATION,EW18,0.5863319834883515,Depot Heights Shopping Centre,1,"108 Depot Rd, Singapore",1,0,0,0,1,1,1,0,1,1,0,0,0,1,0
369141,Place to stay in Newton,1 bedroom · 1 bed · 1 bath,Newton,Central Region,https://a0.muscache.com/pictures/21784952/12aacf76_original.jpg,1.31144,103.83784,Private room,2370,3,6,0.0991868270638515,NEWTON MRT STATION,NS21,0.625906733906167,Balmoral Plaza,2,"271 Bukit Timah Rd, Singapore 259708",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0
369145,Townhouse in Newton,2 bedrooms · 1 bed · 1 shared bath,Newton,Central Region,https://a0.muscache.com/pictures/129807ba-7206-4a82-81fa-925c602d47f9.jpg,1.31129,103.83788,Private room,1980,3,37,0.1151386454212071,NEWTON MRT STATION,NS21,0.6428617469081898,Balmoral Plaza,2,"271 Bukit Timah Rd, Singapore 259708",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0
395191,Rental unit in River Valley,1 bedroom · 1 bed · 0 baths,River Valley,Central Region,https://a0.muscache.com/pictures/4678049/70e55239_original.jpg,1.29335,103.83768,Private room,3000,3,12,0.745389973562849,FORT CANNING MRT STATION,DT20,0.5700501824088375,UE Square,1,"81 Clemenceau Ave, Singapore",1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
468782,Home in Serangoon,1 bedroom · 1.5 shared baths,Serangoon,North-East Region,https://a0.muscache.com/pictures/5965038/cd9d59b8_original.jpg,1.36288,103.86575,Private room,1410,3,6,1.2654589766548865,LORONG CHUAN MRT STATION,CC14,0.2508626519230354,myVillage,2,"1 Maju Ave, Singapore",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
481789,Rental unit in Tampines,1 bed · 1 bath,Tampines,East Region,https://a0.muscache.com/pictures/5710886/22c62c79_original.jpg,1.34816,103.93238,Private room,1110,6,24,0.7347411707942868,TAMPINES WEST MRT STATION,DT31,0.1492773312927214,Shop @ West,2,"Tampines Street 81, Singapore 520825",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
606784,Condo in Tampines,1 bedroom · 1 bed · 2 baths,Tampines,East Region,https://a0.muscache.com/pictures/50824143/983709e0_original.jpg,1.34361,103.95717,Private room,2490,3,5,0.4246558657023322,SIMEI MRT STATION,EW3,0.4696207867050143,Eastpoint Mall,2,"3 Simei Street 6, Singapore",1,0,1,1,1,1,0,0,1,1,1,0,0,0,0
642660,Rental unit in Rochor,1 bed · 2 baths,Rochor,Central Region,https://a0.muscache.com/pictures/8290008/f3d60f76_original.jpg,1.30096,103.85206,Private room,4860,6,24,0.2983389089842195,BENCOOLEN MRT STATION,DT21,0.0540001820612409,Fortune Centre,2,"190 Middle Rd, Fortune Centre, Singapore 188979",1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
654191,Rental unit in Kallang,1 bedroom · 1 bed · 1 private bath,Kallang,Central Region,https://a0.muscache.com/pictures/5a9ac542-6884-4e82-b655-7e3f4e920c72.jpg,1.31221,103.85832,Private room,2040,3,12,0.4608505744063516,FARRER PARK MRT STATION,NE8,0.2124783033785557,Prime Nutrition Dr.Amit 📲82921225 Singapore,1,"City Square Mall 9th Floor #09-09, Office 16 Farrer Park MRT Exit i, 180 Kitchener Rd",1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
696136,Home in Bukit Timah,1 bedroom · 1 bed · 1 bath,Bukit Timah,Central Region,https://a0.muscache.com/pictures/9475406/e1c47a6a_original.jpg,1.30938,103.79812,Private room,3000,3,37,0.347064138526484,HOLLAND VILLAGE MRT STATION,CC21,0.2521296850824238,Raffles Holland V Mall,2,"118 Holland Ave, Singapore 278973",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
733863,Rental unit in Serangoon,1 bed · 1 bath,Serangoon,North-East Region,https://a0.muscache.com/pictures/10752217/d3994c78_original.jpg,1.36926,103.87312,Private room,780,6,12,1.668152923694881,KOVAN MRT STATION,NE13,0.9953603178912888,myVillage,1,"1 Maju Ave, Singapore",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
747813,Condo in Downtown Core,1 bedroom · 1 bed · 1 shared bath,Downtown Core,Central Region,https://a0.muscache.com/pictures/ba895238-3fb4-45d3-ae5c-c7b63a5c680e.jpg,1.27663,103.84498,Private room,3570,3,37,0.0990353639777103,TANJONG PAGAR MRT STATION,EW15,0.0973479580899323,Guoco Tower,4,"1 Wallich St, Singapore 078881",1,0,1,1,1,1,1,0,1,0,0,0,1,0,0
747816,Condo in Downtown Core,1 bedroom · 1 bed · 1 shared bath,Downtown Core,Central Region,https://a0.muscache.com/pictures/ba895238-3fb4-45d3-ae5c-c7b63a5c680e.jpg,1.27585,103.84597,Private room,3570,3,37,0.0755603626546685,TANJONG PAGAR MRT STATION,EW15,0.1289911910741752,Guoco Tower,4,"1 Wallich St, Singapore 078881",1,0,1,1,1,1,1,0,1,1,1,0,0,1,0
756267,Rental unit in Marine Parade,1 bedroom · 1 bed · 1 private bath,Marine Parade,Central Region,https://a0.muscache.com/pictures/43bb109e-9870-4c39-9ced-07e1c0642cce.jpg,1.30416,103.90076,Private room,7500,3,12,1.424433376563624,DAKOTA MRT STATION,CC8,0.0540978441151384,Katong Shopping Centre,2,"865 Mountbatten Rd, Singapore",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
765579,Rental unit in Outram,1 bed · 2 shared baths,Outram,Central Region,https://a0.muscache.com/pictures/38529362-1d8e-4ed5-a13e-4fd7a46ebee2.jpg,1.2841,103.84253,Private room,2070,3,12,0.1037889812271867,CHINATOWN MRT STATION,NE4,0.011706168924586,People's Park Complex,1,"1 Park Rd, Singapore",1,0,0,0,1,1,1,0,0,1,1,1,0,1,0
815685,Rental unit in Bukit Merah,1 bedroom · 1 bed · 2 shared baths,Bukit Merah,Central Region,https://a0.muscache.com/pictures/miso/Hosting-815685/original/557f26b4-c846-464b-8934-63ee6e903144.jpeg,1.29065,103.80941,Private room,1650,2,33,0.6106239334388649,QUEENSTOWN MRT STATION,EW19,0.2675916541836435,Dawson Place,1,"57 Dawson Rd, Singapore 142057",1,0,0,0,1,1,1,0,1,1,0,0,0,1,0
819034,Rental unit in Marine Parade,2 bedrooms · 2 beds · 2 baths,Marine Parade,Central Region,https://a0.muscache.com/pictures/b38c67d4-d18d-4ef9-9808-2910a70a2c5c.jpg,1.30492,103.90315,Entire home/apt,9000,3,12,1.6522817017012104,EUNOS MRT STATION,EW7,0.0936166533485284,Katong Plaza,4,"1 Brooke Rd, Singapore 429979",1,0,0,0,1,1,1,0,1,1,1,0,0,1,1
819044,Rental unit in Marine Parade,1 bedroom · 1 bed · Private half-bath,Marine Parade,Central Region,https://a0.muscache.com/pictures/34c749c2-b2ce-47e6-88f0-8ad26efc4748.jpg,1.30425,103.90097,Private room,4500,3,12,1.4432765297556376,DAKOTA MRT STATION,CC8,0.0447106366460917,Katong Shopping Centre,2,"865 Mountbatten Rd, Singapore",1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
823571,Rental unit in Bedok,1 bed,Bedok,East Region,https://a0.muscache.com/pictures/11689767/b4de1c61_original.jpg,1.31313,103.91479,Private room,8100,3,37,0.9028494441522652,KEMBANGAN MRT STATION,EW6,0.9417789891860828,Siglap Centre,1,"55 Siglap Rd, Singapore",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
833289,Condo in Bukit Merah,2 beds · 1 private bath,Bukit Merah,Central Region,https://a0.muscache.com/pictures/13687ee2-8ef6-4c5f-aa1c-da3211e49016.jpg,1.27716,103.82299,Private room,4500,24,37,1.0998207326372298,TIONG BAHRU MRT STATION,EW17,1.134500715474092,Tiong Bahru Plaza - Eating & Meeting Place,2,"302 Tiong Bahru Rd, Singapore 168732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863139,Rental unit in Kallang,1 bed · 1 private bath,Kallang,Central Region,https://a0.muscache.com/pictures/4969bc4e-4519-4714-9ddd-2dc1361eeb76.jpg,1.3092,103.86339,Private room,1200,3,12,0.2142030639016457,LAVENDER MRT STATION,EW11,0.0903640719868486,Aperia Mall,1,"8 - 12 Kallang Ave, Singapore 339509",1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
881253,Rental unit in Outram,1 bedroom · 1 bed · 1 private bath,Outram,Central Region,https://a0.muscache.com/pictures/368f17a7-fb72-4bb5-a84f-4ec3f0c97627.jpg,1.28485,103.84317,Private room,1530,3,37,0.0615529657447659,CHINATOWN MRT STATION,NE4,0.0136116713270363,The Majestic,1,"80 Eu Tong Sen St, Singapore 059810",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0
915275,Rental unit in Kallang,1 bed · 1 private bath,Kallang,Central Region,https://a0.muscache.com/pictures/f38659b7-f0f5-4be4-85ad-546699223b15.jpg,1.31208,103.85846,Private room,1650,3,12,0.4771282828408859,FARRER PARK MRT STATION,NE8,0.2213044824320911,Prime Nutrition Dr.Amit 📲82921225 Singapore,1,"City Square Mall 9th Floor #09-09, Office 16 Farrer Park MRT Exit i, 180 Kitchener Rd",1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
944287,Rental unit in Bukit Batok,1 bedroom · 1 bed · 1 shared bath,Bukit Batok,West Region,https://a0.muscache.com/pictures/13979893/bd2de932_original.jpg,1.34403,103.75534,Private room,1830,3,37,0.8494062811771859,BUKIT BATOK MRT STATION,NS2,0.724153877369,Harbour Mall Siracha Laem Chabang. 3 mil fra Pattaya,1,"51 Bukit Batok Cres, Singapore 658077",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
962594,Rental unit in Kallang,1 bed · 1 private bath,Kallang,Central Region,https://a0.muscache.com/pictures/miso/Hosting-962594/original/1b064cdf-b926-4bd0-a7bf-cd4b9f1a189d.jpeg,1.30663,103.86243,Private room,1200,3,12,0.0922206072039392,LAVENDER MRT STATION,EW11,0.3546381352562667,oldsowhat vintage shop,1,"#03-33, Jln Sultan, Sultan Plaza, Singapore 199001",1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
982909,Condo in Novena,1 bedroom · 1 bed · 1 private bath,Novena,Central Region,https://a0.muscache.com/pictures/airflow/Hosting-982909/original/fd0f247d-fb6b-4148-ab34-b90379ee0cd4.jpg,1.33389,103.83454,Private room,2550,3,6,0.4284043139484981,BUKIT BROWN MRT STATION,CC18,1.309869349276602,Balestier Hill Shopping Centre Block 2,1,"Balestier Rd, Singapore",1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
1024986,Condo in River Valley,1 bedroom · 1 bed · 1 bath,River Valley,Central Region,https://a0.muscache.com/pictures/84f31588-0761-4ad4-92f3-c2190aa586fc.jpg,1.29245,103.83742,Entire home/apt,4920,3,37,0.7679802992325772,FORT CANNING MRT STATION,DT20,0.492111726152666,Concorde Shopping Centre,2,"317 Outram Rd, Singapore",1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
1160252,Home in Serangoon,1 bedroom · 2 beds · 1 bath,Serangoon,North-East Region,https://a0.muscache.com/pictures/18211233/bce23919_original.jpg,1.36207,103.8643,Private room,2400,3,37,1.1629757068859778,LORONG CHUAN MRT STATION,CC14,0.3484948637186727,myVillage,1,"1 Maju Ave, Singapore",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1261443,Rental unit in Outram,1 bedroom · 1 bed · 1 private bath,Outram,Central Region,https://a0.muscache.com/pictures/6bd29cb7-4d9a-4071-86b5-59f500fd2b6b.jpg,1.28458,103.84311,Private room,2370,3,12,0.0429071365488598,CHINATOWN MRT STATION,NE4,0.0223237825189622,The Majestic,1,"80 Eu Tong Sen St, Singapore 059810",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0
1363204,Rental unit in Outram,1 bedroom · 1 bed · 1 private bath,Outram,Central Region,https://a0.muscache.com/pictures/b96fffdd-03e5-4949-a353-d6795f7e1fe5.jpg,1.28386,103.84238,Private room,2070,3,12,0.1289488160562161,CHINATOWN MRT STATION,NE4,0.038971403632717,People's Park Complex,1,"1 Park Rd, Singapore",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0
1495386,Earthen home in Pasir Ris,1 bedroom · 1 bed · 1 bath,Pasir Ris,East Region,https://a0.muscache.com/pictures/22047778/1ec96b78_original.jpg,1.37975,103.94375,Private room,1500,3,37,0.9707380101782376,PASIR RIS MRT STATION,EW1,0.2634065224736454,Elias Mall,2,"Elias Rd, Elias Mall, Singapore",1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
1508829,Rental unit in Kallang,1 bedroom · 1 bed · 3 shared baths,Kallang,Central Region,https://a0.muscache.com/pictures/29bcb4f8-8dea-493a-8d2d-0a044d6aa642.jpg,1.3072,103.86359,Private room,1770,3,12,0.0863586185691936,LAVENDER MRT STATION,EW11,0.2943329296373744,Aperia Mall,1,"8 - 12 Kallang Ave, Singapore 339509",1,0,0,1,1,1,1,0,0,1,1,1,0,1,0
1562453,Home in Novena,4 beds · 1 bath,Novena,Central Region,https://a0.muscache.com/pictures/22787867/eeecafab_original.jpg,1.32359,103.8498,Private room,900,3,37,0.7508095378481479,NOVENA MRT STATION,NS20,0.2140661332276033,Shaw Plaza,4,"360 Balestier Rd, Singapore",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1581224,Townhouse in Kallang,12 beds · 4 baths,Kallang,Central Region,https://a0.muscache.com/pictures/22992174/c06ae03d_original.jpg,1.31108,103.87374,Entire home/apt,3900,3,3,0.265550737703201,KALLANG MRT STATION,EW10,0.8788358563257846,Kallang Wave Mall,8,"1 Stadium Pl, Singapore 397628",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1611318,Rental unit in Bukit Merah,1 bed · 1 bath,Bukit Merah,Central Region,https://a0.muscache.com/pictures/23363999/99cfe128_original.jpg,1.28419,103.82765,Private room,1800,6,12,0.2335372036748891,TIONG BAHRU MRT STATION,EW17,0.2602117714873367,Tiong Bahru Plaza - Eating & Meeting Place,1,"302 Tiong Bahru Rd, Singapore 168732",1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1615074,Rental unit in Outram,1 bedroom · 1 bed · 1.5 baths,Outram,Central Region,https://a0.muscache.com/pictures/6279dd62-7eda-402a-bd26-6ced155aa837.jpg,1.2841,103.84253,Private room,2370,3,12,0.1037889812271867,CHINATOWN MRT STATION,NE4,0.011706168924586,People's Park Complex,1,"1 Park Rd, Singapore",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0
1643945,Home in Ang Mo Kio,2 beds · 1 bath,Ang Mo Kio,North-East Region,https://a0.muscache.com/pictures/23653712/dee00a3d_original.jpg,1.39088,103.85303,Private room,6480,3,37,1.3552045909048804,YIO CHU KANG MRT STATION,NS15,1.8618514319701245,Greenwich V,3,"1 Seletar Rd, Singapore",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1646909,Rental unit in Bukit Batok,1 bed · 1 bath,Bukit Batok,West Region,https://a0.muscache.com/pictures/23686909/0becfe11_original.jpg,1.34126,103.75992,Private room,2400,3,37,1.4393921249751502,BUKIT BATOK MRT STATION,NS2,0.503702799570233,Harbour Mall Siracha Laem Chabang. 3 mil fra Pattaya,1,"51 Bukit Batok Cres, Singapore 658077",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1654840,Bed and breakfast in Rochor,3 beds · 8 baths,Rochor,Central Region,https://a0.muscache.com/pictures/50712482/c7e76ec7_original.jpg,1.30292,103.858,Private room,2700,3,37,0.3735317122437516,BUGIS MRT STATION,EW12,0.2877293612760593,AS'FALL,3,"28 Haji Ln, AS'FALL, Singapore 189221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678744,Bed and breakfast in Outram,1 bedroom · 1 bed · 0 shared baths,Outram,Central Region,https://a0.muscache.com/pictures/24485066/aca87482_original.jpg,1.28405,103.84424,Shared room,1500,3,37,0.0811907403585561,CHINATOWN MRT STATION,DT19,0.0944737621815156,Pagoda House,1,"51 Pagoda St, Singapore 059210",1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
1678754,Bed and breakfast in Outram,6 beds · 0 baths,Outram,Central Region,https://a0.muscache.com/pictures/24016208/5125e858_original.jpg,1.28405,103.84424,Hotel room,11820,3,12,0.0811907403585561,CHINATOWN MRT STATION,DT19,0.0944737621815156,Pagoda House,6,"51 Pagoda St, Singapore 059210",1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
1678755,Bed and breakfast in Outram,2 bedrooms · 1 bed · 0 baths,Outram,Central Region,https://a0.muscache.com/pictures/24468490/267255cc_original.jpg,1.28405,103.84424,Hotel room,1500,0,37,0.0811907403585561,CHINATOWN MRT STATION,DT19,0.0944737621815156,Pagoda House,1,"51 Pagoda St, Singapore 059210",1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
1710048,Rental unit in Outram,1 bed · 1 private bath,Outram,Central Region,https://a0.muscache.com/pictures/4cfc3678-fe41-40b6-9ba5-b8d4f4e9bc3d.jpg,1.28466,103.84255,Private room,1620,3,12,0.1030368283303755,CHINATOWN MRT STATION,NE4,0.0522567091451228,People's Park Complex,1,"1 Park Rd, Singapore",1,0,0,0,1,1,1,0,0,1,1,1,0,1,0
1902729,Home in Bedok,1 bedroom · 1 bed · 1 bath,Bedok,East Region,https://a0.muscache.com/pictures/50243583/fe7f974d_original.jpg,1.3209,103.91569,Private room,1470,3,37,0.305047848760471,KEMBANGAN MRT STATION,EW6,1.2580903781250588,Siglap Centre,1,"55 Siglap Rd, Singapore",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1902793,Home in Bedok,1 bed · 1 bath,Bedok,East Region,https://a0.muscache.com/pictures/50243675/fbbfed8d_original.jpg,1.32204,103.92125,Private room,1800,3,37,0.929439370175669,KEMBANGAN MRT STATION,EW6,0.905678759134368,Bedok Mall,2,"311 New Upper Changi Rd, Singapore",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1941719,Condo in Downtown Core,1 bedroom · 1 bed · 1 shared bath,Downtown Core,Central Region,https://a0.muscache.com/pictures/ba895238-3fb4-45d3-ae5c-c7b63a5c680e.jpg,1.27525,103.84524,Private room,3570,3,37,0.1574697256249398,TANJONG PAGAR MRT STATION,EW15,0.0944757914199923,Icon Village,4,"12 Gopeng St, Singapore 078877",1,0,1,1,1,1,1,0,1,1,1,0,0,1,0
2009008,Home in Bedok,1 bedroom · 1 bed · 1 bath,Bedok,East Region,https://a0.muscache.com/pictures/50243795/b8106d67_original.jpg,1.32301,103.92211,Private room,2040,3,37,0.8819915951345659,BEDOK MRT STATION,EW5,0.7855697890074009,Bedok Mall,1,"311 New Upper Changi Rd, Singapore",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2030663,Rental unit in Novena,2 beds · 2 baths,Novena,Central Region,https://a0.muscache.com/pictures/dccd10ee-26db-493a-8b5b-d500b7594caa.jpg,1.32453,103.85255,Private room,10290,3,5,1.0611076770906795,TOA PAYOH MRT STATION,NS19,0.0935010288209373,Crescent Building,1,"320 Balestier Rd, Singapore 329924",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2129215,Townhouse in Bedok,1 bedroom · 3 beds · 1 bath,Bedok,East Region,https://a0.muscache.com/pictures/28983571/05a881e8_original.jpg,1.31936,103.91663,Entire home/apt,5400,3,23,0.4497032870513671,KEMBANGAN MRT STATION,EW6,1.061417046279464,Siglap Centre,5,"55 Siglap Rd, Singapore",1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
2142826,Rental unit in Novena,1 bedroom · 1 bed · 2 baths,Novena,Central Region,https://a0.muscache.com/pictures/3ae0b345-fa84-4dfd-8374-d23b3a301bb9.jpg,1.32485,103.85143,Private room,27870,5,5,0.968962257247086,TOA PAYOH MRT STATION,NS19,0.0391783753137536,Shaw Plaza,2,"360 Balestier Rd, Singapore",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2156372,Condo in Hougang,1 bedroom · 1 bed · 1.5 shared baths,Hougang,North-East Region,https://a0.muscache.com/pictures/b124c329-4ce1-4249-9b17-5505cb3f1a32.jpg,1.36722,103.89765,Private room,1800,3,37,0.7403900820027715,HOUGANG MRT STATION,NE14,0.4342626392494735,The Midtown,1,"1187 Upper Serangoon Rd, Singapore 533971",1,0,1,0,1,1,1,1,1,1,1,1,0,1,0
2320536,Rental unit in Woodlands,1 bedroom · 1 bed · 1 bath,Woodlands,North Region,https://a0.muscache.com/pictures/31040110/9a507085_original.jpg,1.44076,103.77626,Private room,900,6,300,0.948593096279408,MARSILING MRT STATION,NS8,0.901874460787653,Marsiling Mall,1,"4 Woodlands Street 12, Singapore 738620",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2351979,Rental unit in Singapore River,1 bed · 1 bath,Singapore River,Central Region,https://a0.muscache.com/pictures/31381817/10094599_original.jpg,1.29182,103.83496,Entire home/apt,4500,12,37,1.0440182198544226,FORT CANNING MRT STATION,DT20,0.2963069024766269,Concorde Shopping Centre,2,"317 Outram Rd, Singapore",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2387588,Hostel in Kallang,1 bedroom · 1 bed · 5 shared baths,Kallang,Central Region,https://a0.muscache.com/pictures/miso/Hosting-2387588/original/492d9141-82fa-444b-8ee2-4a36eb649500.jpeg,1.3117,103.86028,Private room,2430,0,6,0.3715494634115202,BENDEMEER MRT STATION,DT23,0.2057722697847512,ARC 380,1,"380 Jln Besar, ARC 380, Singapore 209000",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
2387715,Hostel in Kallang,1 bedroom · 1 bed · 5 shared baths,Kallang,Central Region,https://a0.muscache.com/pictures/miso/Hosting-2387715/original/4e8cfa50-b7b4-4fea-b64b-de47bdd57787.jpeg,1.3117,103.86028,Private room,3360,0,6,0.3715494634115202,BENDEMEER MRT STATION,DT23,0.2057722697847512,ARC 380,2,"380 Jln Besar, ARC 380, Singapore 209000",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
2387730,Hostel in Kallang,1 bedroom · 1 bed · 5 shared baths,Kallang,Central Region,https://a0.muscache.com/pictures/miso/Hosting-2387730/original/5bbde9a4-1c14-450e-8faa-950e24ec1363.jpeg,1.3117,103.86028,Private room,2430,0,6,0.3715494634115202,BENDEMEER MRT STATION,DT23,0.2057722697847512,ARC 380,1,"380 Jln Besar, ARC 380, Singapore 209000",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
2547778,Rental unit in Kallang,1 bed · 3 shared baths,Kallang,Central Region,https://a0.muscache.com/pictures/13ec2f7a-bb20-452b-843a-f2c4990a8c3a.jpg,1.31117,103.86214,Private room,1170,3,12,0.2934169548531972,BENDEMEER MRT STATION,DT23,0.2465702859932552,Aperia Mall,1,"8 - 12 Kallang Ave, Singapore 339509",1,0,0,1,1,1,1,0,0,1,1,1,0,1,0
2691621,Rental unit in Queenstown,1 bed · 1.5 shared baths,Queenstown,Central Region,https://a0.muscache.com/pictures/63023954/bf2c1800_original.jpg,1.30692,103.8007,Shared room,2250,3,37,0.5649890078111366,COMMONWEALTH MRT STATION,EW20,0.6449019704533855,Raffles Holland V Mall,1,"118 Holland Ave, Singapore 278973",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2922184,Aparthotel in Queenstown,1 bedroom · 1 bed · 1 shared bath,Queenstown,Central Region,https://a0.muscache.com/pictures/miso/Hosting-2922184/original/c2453629-d85d-461f-959c-7562903a7032.jpeg,1.2805,103.78439,Private room,2670,1,33,0.3657776991283163,HAW PAR VILLA MRT STATION,CC25,0.2126768813679923,Viva Vista Shopping Mall,1,"3 South Buona Vista Rd, #B1-25 Viva Vista, Singapore 118136",1,0,0,0,1,1,1,0,0,1,1,1,0,1,0
3034137,Rental unit in Hougang,1 bedroom · 1 bed · 1 private bath,Hougang,North-East Region,https://a0.muscache.com/pictures/38872688/7d7b3cb9_original.jpg,1.35956,103.88423,Private room,2910,3,37,0.115559361674553,KOVAN MRT STATION,NE13,0.1004361470110041,Heartland Mall,1,"205 Hougang Street 21, Singapore",1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
