Unnamed: 0,id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,price,minimum_months,maximum_months,distance_to_mrt,closest_mrt_name,closest_mrt_stop_id,closest_mall_distance,closest_mall_name,closest_mall_address,conditioning,BBQ,gym,pool,dryer,Wifi,kitchen,Backyard,TV,refrigerator,Microwave,Oven,Pets,stove,fan,name,details,accommodates,picture_url,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,listing_url,total_bedrooms,total_beds,total_baths,bath_type
1980,47037652,Downtown Core,Central Region,1.27637,103.84586,Entire home/apt,7500,3,37,0.0168244027261041,TANJONG PAGAR MRT STATION,EW15,0.0699818456004851,Guoco Tower,"1 Wallich St, Singapore 078881",1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,Condo in Downtown Core,1 bath,2,https://a0.muscache.com/pictures/a4d4b3fc-44a7-4d57-bd3d-5ef3274cae3f.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47037652,1.0,1.0,1.0,Private
1981,47060269,Kallang,Central Region,1.31109,103.861,Private room,1170,3,37,0.36165521780981,BENDEMEER MRT STATION,DT23,0.2829921571236702,ARC 380,"380 Jln Besar, ARC 380, Singapore 209000",1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,Rental unit in Kallang,1 bed · 2 shared baths,1,https://a0.muscache.com/pictures/2a994377-d289-4b43-8211-aec986066cf1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47060269,1.0,1.0,2.0,Shared
1982,47124048,Downtown Core,Central Region,1.2802,103.85392,Private room,3150,3,37,0.1463888337276432,DOWNTOWN MRT STATION,DT17,0.0878409682319108,Marina Bay Link Mall,"8A Marina Blvd, Singapore",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Condo in Downtown Core,1 private bath,2,https://a0.muscache.com/pictures/03f58611-145d-464b-aa46-3c71947ff4d2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47124048,1.0,1.0,1.0,Private
1983,47188396,Rochor,Central Region,1.30061,103.85199,Private room,3780,3,37,0.2637110253518558,BENCOOLEN MRT STATION,DT21,0.0166818112372663,Fortune Centre,"190 Middle Rd, Fortune Centre, Singapore 188979",1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,Rental unit in Rochor,1 bed · 1 private bath,1,https://a0.muscache.com/pictures/7589bb6c-67fd-4c7c-806e-817bf1f4b37e.jpg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/47188396,1.0,1.0,1.0,Private
1984,47259456,Queenstown,Central Region,1.29152,103.76149,Entire home/apt,47580,0,1,2.469722826375692,HAW PAR VILLA MRT STATION,CC25,1.4553791039751276,West Coast Plaza,"154 West Coast Rd, Singapore",1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Boat in Queenstown,3 beds · 2.5 baths,5,https://a0.muscache.com/pictures/6012088d-99fb-4591-b5cf-d8cffdbd9976.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47259456,2.0,3.0,2.5,Private
1985,47295315,Novena,Central Region,1.31889,103.84879,Entire home/apt,6870,0,12,0.5781839432840561,NOVENA MRT STATION,NS20,0.5497593737258869,Velocity＠Novena Square,"238 Thomson Rd, Singapore",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,Serviced apartment in Novena,Studio · 1 bed · 1 bath,2,https://a0.muscache.com/pictures/58161a52-cfb5-47f2-ab5a-07fde8022d12.jpg,4.84,4.86,4.88,4.93,4.93,4.79,4.58,https://www.airbnb.com/rooms/47295315,1.0,1.0,1.0,Private
1986,47295571,Kallang,Central Region,1.3145,103.84687,Private room,12180,3,12,0.7422342172403907,NOVENA MRT STATION,NS20,0.4711934821397767,United Square Shopping Mall,"101 Thomson Rd, Singapore",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Rental unit in Kallang,1 bed · 1 shared bath,1,https://a0.muscache.com/pictures/335195d6-b11c-4dc2-bf7a-bca12f4637bb.jpg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/47295571,1.0,1.0,1.0,Private
1987,47295577,Novena,Central Region,1.3174,103.84859,Entire home/apt,6900,0,12,0.6283643033139914,NOVENA MRT STATION,NS20,0.5473067905295183,United Square Shopping Mall,"101 Thomson Rd, Singapore",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,Serviced apartment in Novena,Studio · 2 beds · 1 bath,2,https://a0.muscache.com/pictures/miso/Hosting-47295577/original/2bc2f8fd-27fb-4976-b304-1c219d45c15a.jpeg,4.9,5.0,4.9,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/47295577,1.0,2.0,1.0,Private
1988,47295777,Novena,Central Region,1.31755,103.84892,Entire home/apt,6990,0,12,0.6511878076016087,NOVENA MRT STATION,NS20,0.5846098008991295,United Square Shopping Mall,"101 Thomson Rd, Singapore",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,Serviced apartment in Novena,Studio · 1 bed · 1 bath,2,https://a0.muscache.com/pictures/b3c85619-2108-413f-8d27-c2f93e50829c.jpg,4.67,4.83,4.5,4.83,4.83,4.67,4.5,https://www.airbnb.com/rooms/47295777,1.0,1.0,1.0,Private
1989,47296644,Novena,Central Region,1.31937,103.84827,Entire home/apt,9030,0,12,0.508209025994534,NOVENA MRT STATION,NS20,0.4841307256536632,Velocity＠Novena Square,"238 Thomson Rd, Singapore",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,Serviced apartment in Novena,1 bedroom · 1 bed · 1 bath,2,https://a0.muscache.com/pictures/miso/Hosting-47296644/original/d235af25-85cf-43fc-b8b0-7bd382875fa2.jpeg,4.86,4.86,4.93,4.86,5.0,4.71,4.57,https://www.airbnb.com/rooms/47296644,1.0,1.0,1.0,Private
1990,47296851,Novena,Central Region,1.31756,103.84693,Entire home/apt,9000,0,12,0.4708576748284312,NOVENA MRT STATION,NS20,0.3639650950904585,United Square Shopping Mall,"101 Thomson Rd, Singapore",1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,Serviced apartment in Novena,1 bedroom · 1 bed · 1 bath,2,https://a0.muscache.com/pictures/0a77f54d-a985-4b2c-b8c1-24f0b34fd6fc.jpg,4.5,4.45,4.32,4.68,4.73,4.59,4.27,https://www.airbnb.com/rooms/47296851,1.0,1.0,1.0,Private
1991,47326826,Kallang,Central Region,1.30006,103.88389,Entire home/apt,5010,3,37,0.6995294060620124,MOUNTBATTEN MRT STATION,CC7,0.8678389691084326,Leisure Park Kallang,"5 Stadium Walk, Singapore 397693",1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,Rental unit in Kallang,1 bed · 1 bath,2,https://a0.muscache.com/pictures/b958906c-26cc-4b74-9139-131097bebe45.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47326826,1.0,1.0,1.0,Private
1992,47460138,Kallang,Central Region,1.31193,103.86304,Private room,1170,3,37,0.1938503095512558,BENDEMEER MRT STATION,DT23,0.252762860188914,Aperia Mall,"8 - 12 Kallang Ave, Singapore 339509",1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,Rental unit in Kallang,1 bed · 2 shared baths,1,https://a0.muscache.com/pictures/c36939a9-f118-4d88-b9aa-3249a6ca9353.jpg,3.0,3.0,3.0,5.0,5.0,5.0,3.0,https://www.airbnb.com/rooms/47460138,1.0,1.0,2.0,Shared
1993,47477733,Bukit Merah,Central Region,1.28367,103.83527,Private room,1350,3,37,0.4972231621625964,OUTRAM PARK MRT STATION,EW16,0.4280120830194288,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,Rental unit in Bukit Merah,1 bed · 2 shared baths,1,https://a0.muscache.com/pictures/miso/Hosting-47477733/original/6fe75639-8627-45b9-9ece-4255fa6db314.jpeg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/47477733,1.0,1.0,2.0,Shared
1994,47555385,Bukit Merah,Central Region,1.26611,103.8096,Entire home/apt,11970,3,37,0.5165664468451785,TELOK BLANGAH MRT STATION,CC28,0.8014277831426899,Telok Blangah Mall,"78B Telok Blangah Street 32, Singapore",1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,Rental unit in Bukit Merah,2 bedrooms · 2 beds · 2.5 baths,6,https://a0.muscache.com/pictures/349cd72d-ef02-4bd9-b3c6-e70fbad36656.jpg,4.67,4.67,4.33,5.0,5.0,4.67,4.67,https://www.airbnb.com/rooms/47555385,2.0,2.0,2.5,Private
1995,47736858,Bukit Merah,Central Region,1.2735,103.83252,Entire home/apt,9540,0,37,1.0489450579074606,OUTRAM PARK MRT STATION,NE3,1.1345648905791936,Tanjong Pagar Plaza,"1 Tanjong Pagar Plaza, Singapore 082001",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,Rental unit in Bukit Merah,2 beds · 1 bath,3,https://a0.muscache.com/pictures/miso/Hosting-47736858/original/1ed479a5-add2-43ed-a7cb-42c513213bf6.jpeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47736858,1.0,2.0,1.0,Private
1996,47774321,Downtown Core,Central Region,1.28152,103.85391,Private room,2700,3,37,0.2594484358805302,DOWNTOWN MRT STATION,DT17,0.1095031137252975,The Sail,"2 Marina Blvd, Singapore 018987",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Condo in Downtown Core,1 private bath,2,https://a0.muscache.com/pictures/03f58611-145d-464b-aa46-3c71947ff4d2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47774321,1.0,1.0,1.0,Private
1997,47775611,Tanglin,Central Region,1.31837,103.82708,Entire home/apt,7500,3,37,0.2220734328191287,STEVENS MRT STATION,DT10,0.945852580464733,Balmoral Plaza,"271 Bukit Timah Rd, Singapore 259708",1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,Condo in Tanglin,1 bed · 1 bath,2,https://a0.muscache.com/pictures/67911ef5-5847-4eee-a944-b69258255262.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47775611,1.0,1.0,1.0,Private
1998,47778000,Bukit Merah,Central Region,1.2745,103.83451,Entire home/apt,6570,3,37,0.8122103020661577,OUTRAM PARK MRT STATION,NE3,0.904072280364701,Tanjong Pagar Plaza,"1 Tanjong Pagar Plaza, Singapore 082001",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,Rental unit in Bukit Merah,1 bed · 1 bath,3,https://a0.muscache.com/pictures/miso/Hosting-47778000/original/4c708062-ba86-4601-8e65-62485bb4b773.jpeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47778000,1.0,1.0,1.0,Private
1999,47789812,Jurong East,West Region,1.33728,103.74627,Entire home/apt,9600,3,37,0.6377493367217796,JURONG EAST MRT STATION,EW24 / NS1,0.2812687739566453,IMM,"2 Jurong East Street 21, Singapore",1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,Rental unit in Jurong East,2 beds · 2 baths,4,https://a0.muscache.com/pictures/acde0212-aa22-4eb5-98c4-fac2fce52248.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47789812,2.0,2.0,2.0,Private
2000,47819395,River Valley,Central Region,1.2958,103.84179,Entire home/apt,10500,3,37,0.464752880689128,FORT CANNING MRT STATION,DT20,0.3609498027778628,Singapore Shopping Centre,"190 Clemenceau Ave, Singapore",1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,Condo in River Valley,1 bath,2,https://a0.muscache.com/pictures/5ddd84dd-5e78-40c4-8ea3-18319d7b9e80.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47819395,1.0,1.0,1.0,Private
2001,47838915,Kallang,Central Region,1.3277,103.86393,Entire home/apt,6750,3,37,0.7014776052861104,POTONG PASIR MRT STATION,NE10,0.5396778453182354,The Poiz Center,"51 Upper Serangoon Rd, Singapore 347697",1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,Condo in Kallang,2 beds · 1 bath,5,https://a0.muscache.com/pictures/miso/Hosting-47838915/original/38d84fd9-5313-4c55-82bd-9270735a01d1.jpeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47838915,2.0,2.0,1.0,Private
2002,47893438,Geylang,Central Region,1.32478,103.90492,Private room,2250,3,12,0.586173789884016,EUNOS MRT STATION,EW7,0.8483663603281272,Icon @ Changi,"228 Changi Rd, Singapore 419741",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Rental unit in Geylang,2 beds · 1 shared bath,2,https://a0.muscache.com/pictures/d46d873f-dbad-4def-96f0-6de386f0eba1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47893438,1.0,2.0,1.0,Private
2003,47895132,River Valley,Central Region,1.29682,103.83676,Entire home/apt,3330,3,37,0.4610424498936645,SOMERSET MRT STATION,NS23,0.4828576396345816,Scape Mall,"2 Orchard Link, Singapore 237978",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,Rental unit in River Valley,1 bed · 1.5 baths,2,https://a0.muscache.com/pictures/miso/Hosting-47895132/original/ae8560f9-79af-4f7e-87f4-ec81bbfa50dd.jpeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47895132,1.0,1.0,1.5,Private
2004,47911042,Downtown Core,Central Region,1.298,103.85571,Private room,3660,0,12,0.2152072412342128,BUGIS MRT STATION,DT14,0.0221201789637036,Bugis Cube,"470 North Bridge Rd, Singapore 188735",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Boutique hotel in Downtown Core,Studio · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/miso/Hosting-47911042/original/bb6d8d4f-bd08-4c36-b074-c72e9070f535.jpeg,4.6,4.53,4.61,4.55,4.65,4.66,4.44,https://www.airbnb.com/rooms/47911042,1.0,1.0,1.0,Private
2005,47911419,Downtown Core,Central Region,1.29628,103.85681,Private room,3810,0,12,0.359567614765599,ESPLANADE MRT STATION,CC3,0.2164513257832005,Suntec City,"3 Temasek Blvd, Singapore",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Boutique hotel in Downtown Core,Studio · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/miso/Hosting-47911419/original/b5b789f9-22d1-47e3-91d0-0ce502f442db.jpeg,4.47,4.0,4.13,3.87,4.4,4.13,4.13,https://www.airbnb.com/rooms/47911419,1.0,1.0,1.0,Private
2006,47912268,Bukit Merah,Central Region,1.28494,103.8337,Entire home/apt,3300,3,37,0.7200129884927093,OUTRAM PARK MRT STATION,EW16,0.2667579649491303,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,Rental unit in Bukit Merah,Studio · 1 bath,2,https://a0.muscache.com/pictures/1cb6ea42-9870-461a-9c13-bf215f624380.jpg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/47912268,1.0,1.0,1.0,Private
2007,47912410,Bukit Merah,Central Region,1.28624,103.83417,Entire home/apt,3600,3,37,0.7698362392579914,OUTRAM PARK MRT STATION,EW16,0.1205476486325912,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,Rental unit in Bukit Merah,1 bath,2,https://a0.muscache.com/pictures/5d2762b6-436e-46b4-9a20-c92e8b4ff1d3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47912410,1.0,1.0,1.0,Private
2008,47912530,Bukit Merah,Central Region,1.28639,103.8337,Entire home/apt,3600,3,37,0.7429843864574075,TIONG BAHRU MRT STATION,EW17,0.1094298790176739,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,Rental unit in Bukit Merah,1 bedroom · 1 bath,2,https://a0.muscache.com/pictures/17f3dc75-0883-4a1c-9daf-e39c929287ba.jpg,5.0,4.33,4.33,5.0,5.0,4.67,4.33,https://www.airbnb.com/rooms/47912530,1.0,1.0,1.0,Private
2009,47912630,Downtown Core,Central Region,1.29823,103.85561,Private room,3630,0,12,0.2028167638124139,BUGIS MRT STATION,DT14,0.0067508663139789,Bugis Cube,"470 North Bridge Rd, Singapore 188735",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Boutique hotel in Downtown Core,Studio · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/miso/Hosting-47912630/original/8adec4f8-0431-433e-87e3-cf7aeede3118.jpeg,4.46,4.56,4.47,4.5,4.63,4.65,4.34,https://www.airbnb.com/rooms/47912630,1.0,1.0,1.0,Private
2010,47912647,Bukit Merah,Central Region,1.28429,103.83515,Entire home/apt,3750,3,37,0.5461929060514356,OUTRAM PARK MRT STATION,EW16,0.3585621993790059,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,Rental unit in Bukit Merah,1 bedroom · 1 bath,2,https://a0.muscache.com/pictures/3e970124-41f2-4f75-a01b-6c4912db5c19.jpg,5.0,5.0,5.0,5.0,5.0,4.8,5.0,https://www.airbnb.com/rooms/47912647,1.0,1.0,1.0,Private
2011,47912755,Southern Islands,Central Region,1.25737,103.81925,Private room,14400,0,37,0.9333774652964992,HARBOURFRONT MRT STATION,NE1 / CC29,0.8111355870658394,HarbourFront Centre,"1 Maritime Square, Singapore 099253",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,Hotel in Southern Islands,1 bed · 1 private bath,3,https://a0.muscache.com/pictures/17a5b751-7443-4520-be8d-d014e85fcb8e.jpg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/47912755,1.0,1.0,1.0,Private
2012,47912877,Downtown Core,Central Region,1.29674,103.85733,Private room,3630,0,12,0.3167274518569195,BUGIS MRT STATION,DT14,0.2187342383631237,Suntec City,"3 Temasek Blvd, Singapore",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Boutique hotel in Downtown Core,Studio · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/miso/Hosting-47912877/original/1b3048ab-8816-48bb-b911-578c14960d73.jpeg,4.58,4.56,4.42,4.56,4.66,4.58,4.28,https://www.airbnb.com/rooms/47912877,1.0,1.0,1.0,Private
2013,47913062,Queenstown,Central Region,1.27975,103.78745,Private room,5040,0,37,0.5853493675526991,PASIR PANJANG MRT STATION,CC26,0.1498119451927669,Viva Vista Shopping Mall,"3 South Buona Vista Rd, #B1-25 Viva Vista, Singapore 118136",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Rental unit in Queenstown,1 bath,2,https://a0.muscache.com/pictures/0889bb2f-0140-429f-9eca-04c816e12b5f.jpg,5.0,5.0,3.0,5.0,5.0,4.0,4.0,https://www.airbnb.com/rooms/47913062,1.0,1.0,1.0,Private
2014,47913724,Queenstown,Central Region,1.2801,103.78778,Private room,4800,0,37,0.5867624867602149,PASIR PANJANG MRT STATION,CC26,0.1926104034153551,Viva Vista Shopping Mall,"3 South Buona Vista Rd, #B1-25 Viva Vista, Singapore 118136",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Rental unit in Queenstown,1 bath,2,https://a0.muscache.com/pictures/039a4121-8cbf-42bd-8f1b-9403b717969c.jpg,1.0,2.0,2.0,1.0,1.0,2.0,2.0,https://www.airbnb.com/rooms/47913724,1.0,1.0,1.0,Private
2015,47927520,Novena,Central Region,1.31911,103.84695,Entire home/apt,4050,3,37,0.3775347624381895,NOVENA MRT STATION,NS20,0.3448899428349864,Velocity＠Novena Square,"238 Thomson Rd, Singapore",1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,Serviced apartment in Novena,1 bath,2,https://a0.muscache.com/pictures/75d6b876-7349-41cc-b4a1-31d0aa14d3ba.jpg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/47927520,1.0,1.0,1.0,Private
2016,47927646,Novena,Central Region,1.31781,103.84861,Entire home/apt,4350,3,37,0.6070010519935605,NOVENA MRT STATION,NS20,0.5525487000618927,United Square Shopping Mall,"101 Thomson Rd, Singapore",1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,Serviced apartment in Novena,1 bath,2,https://a0.muscache.com/pictures/ce5c9150-be84-4383-bdd1-269adf75c4cf.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/47927646,1.0,1.0,1.0,Private
